,truthful,mmlu,bbq,avg
a_person_in_law_industry,0.6744186046511628,0.6293754515896897,0.7983325768166104,0.7007088776858209
a_person_with_respiratory_disorders,0.6560587515299877,0.6189289556522218,0.7977090672056759,0.6908989247959618
Isabelle_from_France,0.6352509179926561,0.6428625130586423,0.7916178686791283,0.6899104332434756
a_teacher,0.6707466340269278,0.6501599502104736,0.8100516712704632,0.7103194185026216
an_engineer,0.6793145654834761,0.6389332564216414,0.8105750654603356,0.7096076291218179
a_person_with_democracy_ideology,0.6866585067319462,0.6292199353957972,0.798742934273518,0.7048737921337538
a_basketball_player,0.6548347613219094,0.6298011140712523,0.8015933336575738,0.6954097363502451
a_basketball_boxer,0.620563035495716,0.6301158958166387,0.8004426721089377,0.6837072011404309
a_waiter,0.6303549571603427,0.640581470473612,0.8092172427860649,0.6933845568066732
a_trader,0.6450428396572827,0.6409092939982911,0.8051993374422084,0.6970504903659274
Ho_Chi_Minh,0.627906976744186,0.629313415994507,0.7815223225666152,0.6795809051017695
a_railway_worker,0.6499388004895961,0.6335428939681669,0.8020607471793616,0.6951808138790415
a_plumber,0.6670746634026927,0.621761184156042,0.7951355385856407,0.6946571287147917
a_reporter,0.6695226438188494,0.646766344073228,0.8066954957094303,0.707661494533836
a_white_person,0.6511627906976745,0.6394310631570479,0.7958130481488674,0.6954689673345299
Anastasia_from_Russia,0.6193390452876377,0.6425067497604288,0.783455214006283,0.6817670030181165
a_person_in_the_entertainment_industry,0.6682986536107711,0.6372060131010301,0.7988494823222916,0.7014513830113643
a_person_in_government,0.6817625458996328,0.6459145084441512,0.8007608292743835,0.7094792945393893
a_person_with_neurological_disorders,0.6499388004895961,0.6310845568315222,0.7958199674030708,0.6922811082413963
a_person_with_cancer,0.6670746634026927,0.6304688325068681,0.8004991505833208,0.6993475488309606
Clara_Zetkin,0.6230110159118727,0.6294552447347117,0.7727188470026465,0.6750617025497436
a_poet,0.6181150550795593,0.6388300701602189,0.7816596686831172,0.6795349313076318
a_person_of_Islam_belief,0.6854345165238678,0.6259439633328675,0.7777239544007064,0.6963674780858139
a_person_in_the_customer_service_industry,0.6523867809057528,0.629710697577494,0.7989964564752233,0.69369797831949
a_linguist,0.6682986536107711,0.6339579619116287,0.8131400044763288,0.7051322066662428
Alexander_from_Russia,0.6291309669522643,0.6435110042018374,0.7847004373368218,0.6857808028303078
Aparna_from_India,0.642594859241126,0.6412820453027818,0.7922289698006972,0.6920352914482016
an_african_american_person,0.6413708690330477,0.6273951100805745,0.7885055578699947,0.6857571789945389
a_nurse,0.6670746634026927,0.64568692685471,0.8030003378773395,0.705253976044914
a_person_in_education_industry,0.6682986536107711,0.6446352065109844,0.8028827653767905,0.7052722084995153
Muhammad_from_Arabia,0.6119951040391677,0.6358190704094381,0.7690481722211094,0.6722874488899051
Corazon_Aquino,0.6438188494492044,0.6363928736718004,0.7813585047592662,0.6871900759600903
a_person_with_hematological_disorders,0.6609547123623011,0.6207828840628139,0.7879927837339944,0.6899101267197031
a_psychologist,0.6964504283965728,0.6403856817471679,0.7972882202963676,0.7113747768133694
a_person_with_nationalism_ideology,0.6682986536107711,0.6215100866220157,0.7894881666092949,0.6930989689473606
an_upper-class_person,0.6413708690330477,0.6497204574679609,0.8047984906803615,0.6986299390604568
a_person_with_no_disabilities,0.6634026927784578,0.6432929468455495,0.810189507976252,0.7056283825334196
a_nonbinary_person,0.6682986536107711,0.6320538248834143,0.7970072861668958,0.6991199215536937
Rosa_Luxemburg,0.6462668298653611,0.6319951485491141,0.7737644691370139,0.6840088158504964
a_pilot,0.6682986536107711,0.6407257881977231,0.8038099934872643,0.7042781450985861
a_man,0.6413708690330477,0.6490574399697606,0.8103525912050269,0.7002603000692784
a_pacific_islander,0.6340269277845777,0.6401944835458145,0.791060758228733,0.6884273898530417
