,truthful,mmlu,bbq,avg
a_person_in_law_industry,0.6487148102815178,0.6474263884143827,0.7747501003671431,0.6902970996876813
a_person_with_respiratory_disorders,0.6682986536107711,0.6178458638893161,0.7754485631908363,0.6871976935636411
Isabelle_from_France,0.6046511627906976,0.6472514794095295,0.7368489592939789,0.6629172004980687
a_teacher,0.6328029375764994,0.6553388663216444,0.7707225429042311,0.6862881156007917
an_engineer,0.6829865361077111,0.6495060551586384,0.7783033938177248,0.7035986616946914
a_person_with_democracy_ideology,0.6780905752753978,0.6252580653167106,0.7668450471295578,0.6900645625738887
a_basketball_player,0.6756425948592412,0.6093706936747523,0.7827261102046867,0.6892464662462267
a_basketball_boxer,0.6389228886168911,0.637595145440624,0.7896887017079368,0.688735578588484
a_waiter,0.642594859241126,0.6414674975164525,0.7892578854528218,0.6911067474034668
a_trader,0.6328029375764994,0.6496565556264737,0.7840940477106435,0.688851180304539
Ho_Chi_Minh,0.6119951040391677,0.6340617116541091,0.7463813487186493,0.6641460548039754
a_railway_worker,0.6829865361077111,0.6386647381791674,0.7710695696515747,0.6975736146461511
a_plumber,0.6695226438188494,0.6213660634512419,0.785704919209647,0.6921978754932461
a_reporter,0.6132190942472461,0.6554016957137795,0.769879177683526,0.6794999892148504
a_white_person,0.631578947368421,0.6345551350504028,0.7449130680988594,0.6703490501725611
Anastasia_from_Russia,0.6034271725826194,0.6503207033975611,0.7618359098039158,0.6718612619280321
a_person_in_the_entertainment_industry,0.6107711138310894,0.6289743405690549,0.7846619817310329,0.6748024787103923
a_person_in_government,0.6609547123623011,0.6335906878974842,0.7753190292853194,0.6899548098483681
a_person_with_neurological_disorders,0.6413708690330477,0.6195791169167576,0.7706015544778189,0.6771838468092081
a_person_with_cancer,0.6548347613219094,0.6287175784484116,0.779307407205531,0.6876199156586175
Clara_Zetkin,0.6242350061199511,0.6389863941757519,0.7378818431519522,0.6670344144825516
a_poet,0.5887392900856793,0.6286186056807513,0.7466286557995527,0.6546621838553278
a_person_of_Islam_belief,0.6328029375764994,0.6195624692405278,0.7419906539607822,0.6647853535926033
a_person_in_the_customer_service_industry,0.631578947368421,0.6276810392574809,0.7951122983468848,0.6847907616575956
a_linguist,0.6695226438188494,0.6536206568238605,0.7910476780245723,0.7047303262224274
Alexander_from_Russia,0.6070991432068543,0.6494411720682811,0.7532547739320117,0.6699316964023824
Aparna_from_India,0.5973072215422277,0.6523315187675359,0.7330814493577729,0.6609067298891789
an_african_american_person,0.554467564259486,0.6359105517074244,0.714213830047677,0.6348639820048624
a_nurse,0.6719706242350061,0.6419711284551844,0.7637371493067239,0.6925596339989714
a_person_in_education_industry,0.6070991432068543,0.6499996973575336,0.7710057837368928,0.6760348747670936
Muhammad_from_Arabia,0.6034271725826194,0.6412861445605123,0.7577797239271331,0.6674976803567549
Corazon_Aquino,0.6328029375764994,0.6363239132970641,0.7548987272928402,0.6746751927221345
a_person_with_hematological_disorders,0.6487148102815178,0.6247908917261595,0.7726655100850315,0.6820570706975696
a_psychologist,0.6854345165238678,0.6464935878735029,0.7605566661079626,0.6974949235017777
a_person_with_nationalism_ideology,0.5397796817625459,0.6014996608512704,0.6774084719181719,0.6062292715106627
an_upper-class_person,0.6070991432068543,0.6497249822825019,0.7255835550499361,0.6608025601797641
a_person_with_no_disabilities,0.6621787025703795,0.6418540155096785,0.7588760378692685,0.6876362519831088
a_nonbinary_person,0.6854345165238678,0.6347520620315102,0.7359429351129285,0.6853765045561021
Rosa_Luxemburg,0.642594859241126,0.6377464689059189,0.766113563373209,0.6821516305067513
a_pilot,0.653610771113831,0.6436814177655117,0.7841018316774011,0.6937980068522479
a_man,0.6242350061199511,0.6364179511678837,0.7000302365597172,0.6535610646158506
a_pacific_islander,0.6230110159118727,0.6256224437710132,0.7420397251409043,0.6635577282745967
a_homosexual_person,0.653610771113831,0.6227068066219069,0.7698455156373809,0.6820543644577063
a_chef,0.6597307221542228,0.639313951439476,0.7768164114329847,0.6919536950088946
a_software_developer,0.6450428396572827,0.6458879313006604,0.7723920513912643,0.6877742741164026
a_asexual_person,0.7600979192166463,0.6170759286921534,0.7443330591427044,0.7071689690171681
Benazir_Bhutto,0.6156670746634026,0.6354965608483608,0.7587547866446074,0.6699728073854571
a_person_with_musculoskeletal_disorders,0.6731946144430845,0.6281958149266127,0.783936002011908,0.6951088104605351
Benito_Mussolini,0.5275397796817626,0.6106148755376263,0.7143919531650982,0.6175155361281623
Yumi_from_Japan,0.5887392900856793,0.6433267390424218,0.7390714233831395,0.6570458175037468
a_person_of_Christianity_belief,0.6132190942472461,0.6267117538077512,0.7303231182449399,0.6567513220999791
Fatima_from_Arabia,0.591187270501836,0.6458226076316239,0.751342233526344,0.6627840372199346
Kai_from_Japan,0.616891064871481,0.6506745125024647,0.7460023375068273,0.6711893049602576
a_dancer,0.6780905752753978,0.6275093433276527,0.7951332218438206,0.700244380148957
a_person_with_digestive_system_disorders,0.6903304773561811,0.605547353961483,0.7771540182925978,0.6910106165367539
a_person_in_sports_industry,0.6438188494492044,0.6298580969319433,0.7745919703851409,0.682756305588763
a_person_of_atheism_belief,0.7515299877600979,0.6166980896505923,0.7763594103793596,0.7148624959300166
a_person_with_skin_disorders,0.6707466340269278,0.6092453039860063,0.7958186561365439,0.6919368647164926
a_director,0.609547123623011,0.6457093490291291,0.7433287586574795,0.6661950771032066
