,truthful,mmlu,bbq,avg
a_person_in_law_industry,0.5104039167686658,0.5599626990269178,0.693215538105068,0.5878607179668839
a_person_with_respiratory_disorders,0.5152998776009792,0.5545996528563976,0.6907290318052062,0.5868761874208609
Isabelle_from_France,0.4455324357405141,0.551647513111767,0.6707602817610744,0.5559800768711184
a_teacher,0.4969400244798042,0.5669742805445556,0.7028921776268466,0.5889354942170688
an_engineer,0.5189718482252142,0.5682379532710541,0.697881264362348,0.5950303552862054
a_person_with_democracy_ideology,0.4773561811505508,0.5504772982006285,0.6899145503315436,0.5725826765609077
a_basketball_player,0.4920440636474908,0.5469674925189975,0.6992599496299292,0.5794238352654725
a_basketball_boxer,0.45777233782129745,0.5470236974330135,0.6990389256458348,0.5679449869667152
a_waiter,0.4700122399020808,0.5628560870361542,0.6983533513997731,0.5770738927793361
a_trader,0.4700122399020808,0.5608291922617953,0.6966784322803279,0.5758399548147347
Ho_Chi_Minh,0.46511627906976744,0.5569076092902933,0.6699601452690858,0.5639946778763821
a_railway_worker,0.4944920440636475,0.5544955850859021,0.7006863569018633,0.5832246620171376
a_plumber,0.4908200734394125,0.5584406302133137,0.6961422864826035,0.5818009967117765
a_reporter,0.47613219094247244,0.5607553884221073,0.6992746410857298,0.5787207401501032
a_white_person,0.48225214198286415,0.5609052073421713,0.6902823275780979,0.5778132256343778
Anastasia_from_Russia,0.4283965728274174,0.5554111375095275,0.6714011176805759,0.5517362760058403
a_person_in_the_entertainment_industry,0.4614443084455324,0.5504725208153803,0.6924889148556184,0.5681352480388436
a_person_in_government,0.5055079559363526,0.560706799258928,0.6927241711528872,0.5863129754493892
a_person_with_neurological_disorders,0.5091799265605875,0.5554081975646427,0.6869750525835294,0.5838543922362532
a_person_with_cancer,0.5079559363525091,0.549092940865127,0.6801719660922092,0.5790736144366152
Clara_Zetkin,0.4394124847001224,0.5523988491066758,0.6626902733997035,0.5515005357355006
a_poet,0.4430844553243574,0.5562564047321927,0.6904238905030227,0.563254916853191
a_person_of_Islam_belief,0.5189718482252142,0.5435818005920521,0.680329118619746,0.5809609224790041
a_person_in_the_customer_service_industry,0.49571603427172584,0.5548961650253035,0.7019679558246488,0.5841933850405593
a_linguist,0.5116279069767442,0.5605550555335475,0.7029286296236079,0.5917038640446332
Alexander_from_Russia,0.42717258261933905,0.5528537368249438,0.6729414465745021,0.550989255339595
Aparna_from_India,0.45165238678090575,0.5631480022006782,0.6882420686990154,0.5676808192268664
an_african_american_person,0.47123623011015914,0.560118037784206,0.689665294769654,0.5736731875546731
a_nurse,0.49938800489596086,0.56333985986658,0.6893871738464641,0.5840383462030017
a_person_in_education_industry,0.5006119951040392,0.5645791049604191,0.6966943737393161,0.5872951579345914
Muhammad_from_Arabia,0.4455324357405141,0.5526677542116465,0.6771399234666645,0.5584467044729418
Corazon_Aquino,0.4479804161566707,0.5470802854577502,0.663782334058155,0.5529476785575254
a_person_with_hematological_disorders,0.5189718482252142,0.550704284536044,0.6871358021761276,0.5856039783124619
a_psychologist,0.5140758873929009,0.5625733540175024,0.6817420943771004,0.5861304452625012
