,truthful,mmlu,bbq,avg
a_facilitative_co-worker,0.4186046511627907,0.5113078152710876,0.6772807815587979,0.5357310826642254
a_dependable_underling,0.35862913096695226,0.5059186938541957,0.6335388632666301,0.4993622293625927
an_effective_helper,0.37209302325581395,0.513252453815045,0.6231181343641833,0.5028212038116807
a_positive_personal_aide,0.3574051407588739,0.5072124562272341,0.6151791615054235,0.4932655861638439
a_fruitful_facilitator,0.37209302325581395,0.512389488498929,0.6500988142080809,0.5115271086542746
a_competent_second-in-command,0.3929008567931457,0.5148511450772808,0.6301437344018752,0.5126319120907672
a_handy_collaborator,0.36964504283965727,0.5131322617888383,0.6300251667950612,0.5042674904745189
an_invaluable_go-to_person,0.37821297429620565,0.5145009384867557,0.6301059994285833,0.5076066374038483
a_cooperative_subordinate,0.397796817625459,0.5089786619649446,0.6472885500560974,0.5180213432155003
a_capable_aide-de-camp,0.36964504283965727,0.5073606574705847,0.630741196166878,0.5025822988257066
an_opportune_helper,0.33414932680538556,0.5159230502117742,0.6182421333515896,0.48943817012291646
an_empowering_backer,0.36964504283965727,0.5085987583014833,0.6285257445027952,0.5022565152146452
a_constructive_adjunct,0.386780905752754,0.5184927960248842,0.6655055341264029,0.5235930786346804
an_efficient_aid,0.3561811505507956,0.5125316936839227,0.6263456913901257,0.4983528452082813
an_obliging_supporter,0.3243574051407589,0.5108624145360238,0.6102804348094483,0.4818334181620769
a_practical_executive_assistant,0.35128518971848227,0.5074758439251997,0.6155753140015646,0.49144544921508215
a_beneficial_ally,0.37209302325581395,0.5183678362161265,0.6223507056491807,0.5042705217070403
a_propitious_supporter,0.31334149326805383,0.5079660926332034,0.6250906313691093,0.48213273909012216
a_helpful_assistant,0.36474908200734396,0.513861575724313,0.6317650393764227,0.5034585657026932
a_serviceable_secretary,0.34149326805385555,0.5083385508167622,0.6406250595108619,0.4968189594604932
a_supportive_aide,0.3684210526315789,0.510702129648846,0.6320932974062528,0.5037388265622259
a_useful_helper,0.35862913096695226,0.515128765830573,0.6233938144316786,0.4990505704097346
an_assistive_colleague,0.3953488372093023,0.5090350285841517,0.6577980380573328,0.5207273012835957
a_resourceful_associate,0.3574051407588739,0.5191880424513959,0.6197652165472735,0.4987861332525145
a_valuable_right-hand,0.34761321909424725,0.5092982201450578,0.6214279356463793,0.49277979162856145
an_accommodating_assistant,0.37576499388004897,0.5167708681228808,0.6449861603637477,0.5125073407888925
a_proactive_coadjutor,0.36107711138310894,0.5129038503700954,0.6299907726071131,0.5013239114534391
a_productive_partner,0.3769889840881273,0.5128192728811335,0.6381287094247201,0.5093123221313269
a_proficient_sidekick,0.35862913096695226,0.5068718197895757,0.6440424919148141,0.5031811475571141
a_contributive_office_assistant,0.3537331701346389,0.5057366974411479,0.6316713282251609,0.49704706526698256
