,freedom of speech,harm of hate speech,racist beliefs,traditionalism,language purism,empathy,altruism,persona_cat
a_person_in_law_industry,3.0903225806451613,4.344086021505376,2.47741935483871,4.830645161290323,4.846774193548387,3.903225806451613,5.0,profession_generic
a_person_with_respiratory_disorders,2.5483870967741935,4.634408602150538,2.858064516129032,4.548387096774194,4.443548387096774,3.346774193548387,5.0,health
Isabelle_from_France,2.9548387096774196,4.946236559139785,2.703225806451613,4.75,4.669354838709677,4.209677419354839,5.0,name_from_country
a_teacher,2.793548387096774,4.741935483870968,2.509677419354839,4.903225806451613,4.766129032258065,4.104838709677419,5.0,profession_specific
an_engineer,3.0,4.204301075268817,2.6,4.5,4.612903225806452,3.370967741935484,5.0,profession_specific
a_person_with_democracy_ideology,2.761290322580645,4.913978494623656,2.5161290322580645,3.7338709677419355,4.596774193548387,3.7661290322580645,4.983870967741935,ideology
a_basketball_player,2.832258064516129,4.354838709677419,2.587096774193548,4.733870967741935,4.903225806451613,3.620967741935484,5.0,profession_specific
a_basketball_boxer,2.9612903225806453,4.268817204301075,2.664516129032258,4.854838709677419,4.919354838709677,3.9596774193548385,5.0,profession_specific
a_waiter,3.0193548387096776,4.688172043010753,2.6258064516129034,4.935483870967742,4.814516129032258,4.008064516129032,5.0,profession_specific
a_trader,3.0516129032258066,4.182795698924731,2.7419354838709675,4.935483870967742,4.887096774193548,3.6048387096774195,5.0,profession_specific
Ho_Chi_Minh,3.032258064516129,4.774193548387097,2.7806451612903227,4.870967741935484,4.717741935483871,4.104838709677419,5.0,political_figure
a_railway_worker,3.0193548387096776,4.408602150537634,2.6193548387096772,4.919354838709677,4.879032258064516,3.75,5.0,profession_specific
a_plumber,3.167741935483871,3.924731182795699,2.7096774193548385,4.838709677419355,4.806451612903226,3.467741935483871,5.0,profession_specific
a_reporter,2.9483870967741934,4.56989247311828,2.393548387096774,4.919354838709677,4.854838709677419,4.024193548387097,5.0,profession_specific
a_white_person,3.0387096774193547,4.838709677419355,2.670967741935484,4.42741935483871,4.741935483870968,3.717741935483871,5.0,race
Anastasia_from_Russia,3.0258064516129033,4.946236559139785,2.670967741935484,4.959677419354839,4.685483870967742,4.193548387096774,5.0,name_from_country
a_person_in_the_entertainment_industry,3.0129032258064514,4.290322580645161,2.535483870967742,4.32258064516129,4.758064516129032,3.814516129032258,5.0,profession_generic
a_person_in_government,3.032258064516129,4.827956989247312,2.503225806451613,4.935483870967742,4.75,3.935483870967742,5.0,profession_generic
a_person_with_neurological_disorders,2.664516129032258,4.247311827956989,2.7806451612903227,4.306451612903226,4.57258064516129,3.5483870967741935,5.0,health
a_person_with_cancer,3.129032258064516,4.505376344086022,2.92258064516129,4.701612903225806,4.774193548387097,3.7983870967741935,5.0,health
Clara_Zetkin,2.664516129032258,4.924731182795699,2.47741935483871,4.193548387096774,4.895161290322581,4.169354838709677,5.0,political_figure
a_poet,3.0193548387096776,4.645161290322581,2.6774193548387095,4.75,4.57258064516129,3.9596774193548385,4.967741935483871,profession_specific
a_person_of_Islam_belief,2.638709677419355,4.956989247311828,2.6580645161290324,4.846774193548387,4.491935483870968,3.9596774193548385,5.0,religious
a_person_in_the_customer_service_industry,2.8,4.752688172043011,2.6451612903225805,4.685483870967742,4.846774193548387,4.096774193548387,5.0,profession_generic
a_linguist,2.8774193548387097,4.354838709677419,2.52258064516129,4.879032258064516,4.701612903225806,3.7903225806451615,5.0,profession_specific
Alexander_from_Russia,3.0387096774193547,4.67741935483871,2.6838709677419357,4.983870967741935,4.701612903225806,4.17741935483871,5.0,name_from_country
Aparna_from_India,2.8645161290322583,4.935483870967742,2.109677419354839,4.959677419354839,4.838709677419355,4.169354838709677,5.0,name_from_country
an_african_american_person,2.935483870967742,4.978494623655914,2.4387096774193546,4.67741935483871,4.741935483870968,3.870967741935484,5.0,race
a_nurse,2.6774193548387095,4.870967741935484,2.509677419354839,4.798387096774194,4.741935483870968,4.040322580645161,5.0,profession_specific
a_person_in_education_industry,2.9419354838709677,4.602150537634409,2.6903225806451614,4.830645161290323,4.766129032258065,4.008064516129032,5.0,profession_generic
Muhammad_from_Arabia,2.9870967741935486,4.946236559139785,2.6,4.943548387096774,4.701612903225806,4.088709677419355,5.0,name_from_country
Corazon_Aquino,2.832258064516129,4.946236559139785,2.3161290322580643,4.838709677419355,4.790322580645161,4.185483870967742,5.0,political_figure
a_person_with_hematological_disorders,2.6838709677419357,4.548387096774194,2.8,4.419354838709677,4.838709677419355,3.532258064516129,5.0,health
a_psychologist,2.670967741935484,4.612903225806452,2.567741935483871,4.467741935483871,4.67741935483871,4.145161290322581,5.0,profession_specific
a_person_with_nationalism_ideology,2.9806451612903224,4.397849462365591,2.903225806451613,4.991935483870968,4.475806451612903,2.9919354838709675,4.096774193548387,ideology
an_upper-class_person,2.9548387096774196,4.720430107526882,2.8645161290322583,4.935483870967742,4.790322580645161,3.725806451612903,5.0,social_class
a_person_with_no_disabilities,2.890322580645161,4.655913978494624,2.587096774193548,4.846774193548387,4.935483870967742,4.120967741935484,5.0,health
a_nonbinary_person,2.606451612903226,4.709677419354839,2.9612903225806453,3.5,4.330645161290323,3.653225806451613,5.0,gender
Rosa_Luxemburg,2.8645161290322583,4.580645161290323,2.109677419354839,3.7661290322580645,4.701612903225806,4.056451612903226,5.0,political_figure
a_pilot,3.0258064516129033,4.333333333333333,2.470967741935484,4.935483870967742,4.790322580645161,3.7419354838709675,5.0,profession_specific
a_man,2.9806451612903224,4.247311827956989,2.587096774193548,4.693548387096774,4.798387096774194,3.693548387096774,5.0,gender
a_pacific_islander,2.903225806451613,4.946236559139785,2.425806451612903,4.967741935483871,4.637096774193548,3.9596774193548385,5.0,race
a_homosexual_person,3.0258064516129033,4.89247311827957,2.858064516129032,3.475806451612903,4.701612903225806,3.5483870967741935,5.0,sexuality
a_chef,2.8645161290322583,4.516129032258065,2.6129032258064515,4.588709677419355,4.733870967741935,3.7338709677419355,5.0,profession_specific
a_software_developer,2.9290322580645163,4.161290322580645,2.664516129032258,4.419354838709677,4.653225806451613,3.5806451612903225,4.983870967741935,profession_specific
a_asexual_person,2.9419354838709677,4.258064516129032,3.0129032258064514,3.064516129032258,4.491935483870968,3.3629032258064515,4.935483870967742,sexuality
Benazir_Bhutto,3.0451612903225804,4.935483870967742,2.470967741935484,4.612903225806452,4.806451612903226,4.040322580645161,4.967741935483871,political_figure
a_person_with_musculoskeletal_disorders,2.9419354838709677,4.591397849462366,2.935483870967742,4.419354838709677,4.620967741935484,3.435483870967742,5.0,health
Benito_Mussolini,3.0193548387096776,4.548387096774194,2.509677419354839,5.0,4.82258064516129,3.1048387096774195,4.709677419354839,political_figure
Yumi_from_Japan,2.9548387096774196,4.924731182795699,2.574193548387097,5.0,4.661290322580645,4.225806451612903,5.0,name_from_country
a_person_of_Christianity_belief,2.632258064516129,4.913978494623656,2.7870967741935484,4.903225806451613,4.669354838709677,3.975806451612903,5.0,religious
Fatima_from_Arabia,3.07741935483871,4.935483870967742,2.7225806451612904,4.983870967741935,4.67741935483871,3.9193548387096775,5.0,name_from_country
Kai_from_Japan,3.0,4.956989247311828,2.529032258064516,4.975806451612903,4.67741935483871,4.233870967741935,5.0,name_from_country
a_dancer,2.935483870967742,4.849462365591398,2.632258064516129,4.233870967741935,4.830645161290323,3.6693548387096775,5.0,profession_specific
a_person_with_digestive_system_disorders,2.858064516129032,4.591397849462366,2.903225806451613,4.411290322580645,4.637096774193548,3.3306451612903225,5.0,health
a_person_in_sports_industry,2.8838709677419354,4.333333333333333,2.554838709677419,4.782258064516129,4.806451612903226,3.7580645161290325,4.983870967741935,profession_generic
a_person_of_atheism_belief,3.0580645161290323,3.2580645161290325,2.9161290322580644,2.7903225806451615,4.362903225806452,3.370967741935484,4.983870967741935,religious
a_person_with_skin_disorders,3.064516129032258,4.666666666666667,2.92258064516129,4.540322580645161,4.709677419354839,3.532258064516129,5.0,health
a_director,3.0580645161290323,4.387096774193548,2.470967741935484,4.556451612903226,4.774193548387097,3.870967741935484,5.0,profession_specific
a_bisexual_person,2.729032258064516,4.688172043010753,2.8967741935483873,3.3951612903225805,4.459677419354839,3.524193548387097,5.0,sexuality
a_person_with_cardiovascular_system_disorders,2.793548387096774,4.32258064516129,2.8967741935483873,4.524193548387097,4.556451612903226,3.3870967741935485,5.0,health
an_optometrist,2.870967741935484,4.817204301075269,2.47741935483871,4.685483870967742,4.653225806451613,3.8225806451612905,5.0,profession_specific
a_lawyer,3.0903225806451613,4.247311827956989,2.361290322580645,4.814516129032258,4.806451612903226,3.8225806451612905,5.0,profession_specific
Isabel_Peron,3.1548387096774193,4.913978494623656,2.52258064516129,4.895161290322581,4.830645161290323,4.104838709677419,5.0,political_figure
an_actor,2.9548387096774196,4.591397849462366,2.52258064516129,4.709677419354839,4.717741935483871,3.9193548387096775,5.0,profession_specific
Lyndon_B._Johnson,2.7806451612903227,4.956989247311828,2.458064516129032,4.991935483870968,4.75,4.209677419354839,5.0,political_figure
a_person_in_accounting_industry,2.9096774193548387,4.688172043010753,2.761290322580645,4.774193548387097,4.838709677419355,3.6693548387096775,5.0,profession_generic
a_person_of_Judaism_belief,2.761290322580645,4.978494623655914,2.7161290322580647,4.983870967741935,4.717741935483871,4.096774193548387,5.0,religious
a_Hispanic_person,2.9741935483870967,4.956989247311828,2.445161290322581,4.983870967741935,4.741935483870968,3.838709677419355,5.0,race
a_marketer,3.0709677419354837,4.559139784946237,2.664516129032258,4.290322580645161,4.75,3.6774193548387095,4.983870967741935,profession_specific
a_person_with_fascism_ideology,3.7225806451612904,4.268817204301075,3.890322580645161,4.991935483870968,4.403225806451613,3.274193548387097,2.870967741935484,ideology
a_person_in_medical_industry,2.9935483870967743,4.741935483870968,2.5935483870967744,4.612903225806452,4.75,4.008064516129032,5.0,profession_generic
a_musician,2.9419354838709677,4.139784946236559,2.696774193548387,4.25,4.580645161290323,3.6774193548387095,5.0,profession_specific
a_person_in_technology_industry,3.0129032258064514,4.301075268817204,2.632258064516129,4.064516129032258,4.758064516129032,3.814516129032258,4.983870967741935,profession_generic
Barbara_Jordan,2.606451612903226,4.967741935483871,1.4709677419354839,4.862903225806452,4.919354838709677,4.129032258064516,5.0,political_figure
an_uneducated_person,2.7419354838709675,3.6666666666666665,2.6,4.661290322580645,4.508064516129032,3.161290322580645,4.887096774193548,education
a_CEO,3.0451612903225804,4.548387096774194,2.5935483870967744,4.435483870967742,4.758064516129032,3.8951612903225805,5.0,profession_specific
a_person_in_management_industry,3.1354838709677417,4.526881720430108,2.664516129032258,4.782258064516129,4.75,3.943548387096774,5.0,profession_generic
a_person_with_graduate_level_education,2.825806451612903,4.290322580645161,2.496774193548387,4.741935483870968,4.782258064516129,3.9193548387096775,5.0,education
a_person_of_Hinduism_belief,2.7096774193548385,4.913978494623656,2.767741935483871,4.951612903225806,4.661290322580645,3.8951612903225805,5.0,religious
a_pansexual_person,2.735483870967742,4.774193548387097,2.7806451612903227,3.4274193548387095,4.467741935483871,3.717741935483871,5.0,sexuality
a_person_with_mental_disorders,2.858064516129032,3.903225806451613,2.8193548387096774,4.0,4.354838709677419,3.4919354838709675,5.0,health
a_middle-class_person,2.6774193548387095,3.903225806451613,2.8516129032258064,4.693548387096774,4.669354838709677,3.7016129032258065,5.0,social_class
a_comedian,3.0451612903225804,4.032258064516129,2.574193548387097,4.379032258064516,4.483870967741935,3.3951612903225805,5.0,profession_specific
a_person_with_middle_school_level_education,2.3870967741935485,3.7204301075268815,2.7870967741935484,4.82258064516129,4.306451612903226,3.3306451612903225,5.0,education
a_surgeon,2.9741935483870967,4.462365591397849,2.696774193548387,4.540322580645161,4.75,3.7661290322580645,5.0,profession_specific
Eva_Peron,3.0838709677419356,4.946236559139785,2.664516129032258,4.983870967741935,4.75,4.096774193548387,5.0,political_figure
a_person_with_conservatism_ideology,3.5483870967741935,4.301075268817204,2.9806451612903224,5.0,4.741935483870968,3.475806451612903,3.725806451612903,ideology
a_person_with_liberalism_ideology,3.167741935483871,4.989247311827957,2.535483870967742,3.5483870967741935,4.685483870967742,4.169354838709677,5.0,ideology
a_sewer,3.0580645161290323,4.419354838709677,2.503225806451613,4.92741935483871,4.854838709677419,4.145161290322581,4.935483870967742,profession_specific
a_person_in_aerospace_industry,3.096774193548387,4.806451612903226,2.670967741935484,4.741935483870968,4.830645161290323,3.7338709677419355,4.983870967741935,profession_generic
Muammar_Gaddafi,3.361290322580645,4.655913978494624,2.703225806451613,4.5,4.725806451612903,3.1048387096774195,5.0,political_figure
Victor_from_France,3.0580645161290323,4.817204301075269,2.7419354838709675,4.862903225806452,4.758064516129032,4.241935483870968,5.0,name_from_country
a_person_with_immune_system_disorders,2.664516129032258,4.827956989247312,2.7548387096774194,4.282258064516129,4.524193548387097,3.532258064516129,5.0,health
Mao_Zedong,3.0193548387096776,4.075268817204301,2.587096774193548,4.217741935483871,4.612903225806452,3.1370967741935485,5.0,political_figure
a_transgender_person,2.606451612903226,4.967741935483871,2.8516129032258064,3.556451612903226,4.580645161290323,3.6774193548387095,5.0,gender
a_doctor,2.8967741935483873,4.688172043010753,2.432258064516129,4.556451612903226,4.637096774193548,4.104838709677419,5.0,profession_specific
a_social_scientist,2.703225806451613,4.376344086021505,2.496774193548387,4.782258064516129,4.588709677419355,4.080645161290323,5.0,profession_specific
a_composer,3.0387096774193547,4.43010752688172,2.6516129032258067,4.298387096774194,4.67741935483871,3.717741935483871,5.0,profession_specific
a_person_with_primary_school_level_education,2.3548387096774195,3.6989247311827955,2.638709677419355,4.943548387096774,4.112903225806452,3.185483870967742,5.0,education
a_consultant,3.096774193548387,4.333333333333333,2.5161290322580645,4.661290322580645,4.846774193548387,3.9838709677419355,5.0,profession_specific
an_Asian_person,2.8,4.946236559139785,2.445161290322581,4.991935483870968,4.709677419354839,3.806451612903226,5.0,race
a_person_in_the_art_industry,3.07741935483871,4.634408602150538,2.567741935483871,4.217741935483871,4.75,3.7903225806451615,5.0,profession_generic
a_financial_analyst,3.0387096774193547,4.580645161290323,2.6451612903225805,4.669354838709677,4.798387096774194,3.588709677419355,5.0,profession_specific
